WALLET,TX_PER_MONTH,TOKEN_DIVERSITY,PROTOCOL_DIVERSITY,TOTAL_TRANSFER_USD,INTERACTION_DIVERSITY,ACTIVE_DURATION_DAYS,AVG_TRANSFER_USD,USD_TRANSFER_STDDEV,DEX_EVENTS,GAMES_EVENTS,CEX_EVENTS,DAPP_EVENTS,CHADMIN_EVENTS,DEFI_EVENTS,BRIDGE_EVENTS,NFT_EVENTS,TOKEN_EVENTS,FLOTSAM_EVENTS,BRIDGE_OUTFLOW_COUNT,BRIDGE_INFLOW_COUNT,BRIDGE_TOTAL_VOLUME_USD
0xc93b289d9db4b3b1a02e6b6c80939353d5b78a19,69.833333,211,212,560877.41,4,113,2696.526009615,18158.127411605,0,0,0,0,0,208,0,0,0,0,0,0,0
0xecb113be97a619aa4d070491505847000f964448,8.166667,6,9,2840.47,5,177,41.166231884,88.74548085,5,0,0,0,0,0,1,0,28,0,1,0,499.88
0x4ad6f65ec3abe04f5f301877ad08a4013834464c,13.166667,1,1,0.12,1,84,0.012,0.02315167381,0,0,0,0,0,0,79,0,0,0,10,0,0.12
0xc6f86f18157158c12586310847bdd0845870f4e4,3.000000,5,8,370.06,8,44,21.768235294,30.961743992,0,0,0,0,0,5,0,0,1,0,0,0,0
0x5ca9ac099c1364c001fb005dee4425137d03979c,4.833333,5,9,3212.24,4,40,25.90516129,85.414616567,0,0,0,0,0,0,11,0,0,0,10,0,1851.44
0xc7a88e333b3975481c4da039e651a7f724b38dd4,1.666667,1,1,546.07,1,79,54.607,30.802411935,0,0,0,0,0,0,10,0,0,0,10,0,546.07
0x93316cbe91a244e48f21266a31866d8705c760cc,1.333333,1,1,913.99,1,76,114.24875,82.036382544,0,0,0,0,0,0,8,0,0,0,8,0,913.99
0x552f21f68c5b1e413fed00b3523ba9b70d10d238,3.833333,5,15,781.87,9,131,17.769772727,83.438813115,0,0,0,0,0,0,1,0,0,0,1,0,11.19
0xf856f85a067c0a59fb39d1b3d6fc1300ba48b12e,17.000000,41,16,5495.41,11,150,21.894063745,45.582409187,0,0,0,0,0,0,0,0,39,0,0,0,0
0x2e6bea8b473618b083f07efd09447af04274475b,21.500000,4,11,24160.97,13,74,71.90764881,227.955007937,17,0,0,0,0,3,0,0,4,0,0,0,0
0xeb80c72b946de9e5ea8d4e167b7e875e878bfc8c,111.166667,9,8,386677.47,7,55,160.914469413,476.771131685,0,28,0,0,0,0,1,0,0,0,0,0,0
0xb71216b3dcc8cc76fef0832ce828e8100b3ae20b,1.666667,1,1,9020.22,1,59,902.022,1506.76124212,0,0,0,0,0,0,10,0,0,0,10,0,9020.22
0x64b1bca01c4981e44b8d16bfd4fd6d5793bb5d99,41.166667,5,14,12133.23,14,65,16.712438017,150.519483519,31,0,0,0,0,5,0,0,3,0,0,0,0
0x1ad78b48d041f48d94de2e56fbacfd3c5b39e8d5,80.333333,3,12,710411.6,12,178,691.061867704,2927.601078253,29,0,0,0,0,48,0,0,7,0,0,0,0
0xd128f3737439ff10fa51c9fe79aa4817e1fdaf83,2.666667,2,2,5989.82,1,100,374.36375,417.870000776,0,0,0,0,0,0,1,0,15,0,1,0,314.16
0x9cce12279b2d25254d4cfe4a8d031ac81ff409a1,119.000000,2,5,488.35,8,143,1.017395833,0.6715263162,0,0,0,0,0,0,221,0,0,0,0,0,0
0x26b1719b8099e733e9ea06d607bf499b065fcd66,4.500000,6,14,43.04,4,90,3.310769231,1.675669609,0,2,0,1,0,1,9,0,8,0,0,0,0
0x6a0f7fc024543cd0f91594894782aea0cab2a391,18.500000,8,13,8896.68,11,133,29.169442623,63.498545108,12,0,0,0,0,3,1,0,5,0,0,0,0
0x0a387195d4a45871acd3830fbacefb386a5d6538,17.333333,6,14,17251.86,15,67,44.009846939,152.450462869,10,0,0,0,0,10,4,0,4,0,3,0,646.32
0xc7cd5f2eebc035f4c2a1c43f983f9514f87a9346,61.666667,4,14,455.47,12,72,0.4034278122,1.998500154,38,0,0,0,0,4,0,0,3,0,0,0,0
0x425fa070e804e19a49284b504b8fd1b2b837117d,46.500000,5,18,33604.17,14,138,48.490865801,181.117782236,32,0,0,0,0,9,0,0,8,0,0,0,0
0xd244dac16b66757d40c6314dacd18131be8be0d0,19.000000,4,18,28472.02,14,87,91.256474359,240.671425079,11,0,0,0,0,4,0,0,4,0,0,0,0
0xa246ad18c2536ac3d9ed834e827df1f066617298,22.666667,3,16,28791.45,4,55,299.9109375,305.197807332,0,0,0,0,0,0,0,0,0,0,0,0,0
0x7bb11695dba139e6bb048879ceca4edbb2bb2091,73.833333,10,19,31601.36,15,180,61.481245136,84.685081246,0,0,0,0,0,7,57,0,7,0,3,0,7.3
0x4944681b96c7459a26f9da92886ac1dcf6ab07e8,6.500000,5,10,6068.59,9,167,96.326825397,200.589048901,1,0,0,0,0,0,6,0,2,0,4,0,256.51
0x26b942207267a8ca3063d66f4496f4c0ebc1a28d,32.333333,11,29,5499.43,26,128,59.133655914,102.035563005,11,87,0,18,0,0,29,4,1,0,6,0,337.45
0xb3bb61db5542852919cfa981527afb84fe27dbe5,18.500000,24,18,33.8,21,54,0.1138047138,0.2297150971,0,0,0,0,0,50,3,0,15,0,0,0,0
0x6353dc0cf7c8996626eb16867f48f5bccde70942,4.833333,4,12,1761.9,9,48,70.476,79.106907208,2,0,0,0,0,2,0,0,4,0,0,0,0
0x5a475330aa47f046664e6142e00d8c3a96efb995,5.000000,5,4,116449.67,5,141,1687.676376812,3637.273197487,0,0,0,0,0,0,24,0,0,0,23,0,53057.78
0x2a4c75076a2fcbfb1691ba0a3e190877ca86388a,120.000000,14,5,46376.74,5,181,748.011935484,1499.663806365,0,0,0,0,0,0,0,0,0,0,0,0,0
0x309938c16743d22c50f2cbba7b3d932543da2892,3.000000,5,10,10140.3,9,142,281.675,451.286907826,0,0,0,0,0,0,1,0,3,0,1,0,303
